customer_id,gender,age,city,state,region,signup_date,tenure_months,plan_id,contract_type,payment_method,device_type,churn,transaction_frequency,monthly_revenue,late_payment_days,complaint_count,data_used_total,churn_probability,revenue_at_risk,segment_cluster,segment_name
28376,Male,46,Boston,MA,East,2015-08-28,113,P003,12 Month,Debit Card,Tablet,0,20,367.44,29,3.0,265.11,0.23045123118823205,84.67700038780399,0,Growth Customers
28377,Female,59,New York,NY,East,2016-03-06,107,P001,Month-to-Month,Bank Transfer,Smartphone,0,21,268.85,0,1.0,83.89,0.2648808759160253,71.21322349002341,3,Budget Customers
28378,Male,60,Chicago,IL,North,2015-03-14,119,P006,Month-to-Month,Credit Card,Smartphone,0,22,1398.64,23,2.0,806.98,0.17449077546278058,244.04977819326345,3,Budget Customers
28379,Male,18,Atlanta,GA,South,2015-08-16,114,P003,12 Month,Credit Card,Smartphone,0,13,386.53,35,2.0,200.98,0.2049413128132691,79.2159656417129,3,Budget Customers
28380,Male,41,Boston,MA,East,2016-08-23,101,P004,12 Month,Credit Card,Smartphone,0,24,782.37,61,0.0,525.53,0.29776364546675205,232.9613433038228,3,Budget Customers
28381,Female,19,Dallas,TX,South,2017-08-30,89,P009,12 Month,Credit Card,5G Device,0,18,1048.38,0,1.0,1141.61,0.5259657365712622,551.4119589065799,2,High-Value At Risk
28382,Female,34,Chicago,IL,North,2016-12-30,97,P001,Month-to-Month,Credit Card,Smartphone,0,22,258.92,0,2.0,159.73,0.3901204482920551,101.00998647177892,3,Budget Customers
28383,Female,32,Baltimore,MD,East,2016-02-29,107,P008,24 Month,Debit Card,Feature Phone,0,16,1565.6299999999999,8,4.0,1198.69,0.3309474695516392,518.1412867541328,0,Growth Customers
28384,Female,47,Denver,CO,North,2019-01-10,72,P001,Month-to-Month,Cash,5G Device,0,18,234.57999999999998,0,3.0,88.38,0.6886527742792127,161.5441677904177,2,High-Value At Risk
28385,Male,37,Denver,CO,North,2016-12-26,97,P002,Month-to-Month,Wallet,Smartphone,0,15,229.2,0,1.0,171.68,0.37920557959068346,86.91391884218464,3,Budget Customers
28386,Female,29,Charlotte,NC,South,2015-04-28,117,P001,Month-to-Month,Credit Card,Smartphone,0,17,205.60999999999999,40,0.0,82.84,0.16326964782158707,33.569872288596514,3,Budget Customers
28387,Male,46,Charlotte,NC,South,2017-11-02,87,P010,24 Month,Credit Card,Tablet,0,25,2194.67,0,2.0,2215.6,0.6074936471269903,1333.2480825401917,1,Premium Loyalists
28388,Male,25,Miami,FL,South,2018-07-04,79,P007,12 Month,Credit Card,Smartphone,0,19,1583.46,21,1.0,1311.99,0.6196550453091527,981.198978045231,2,High-Value At Risk
28389,Female,29,Atlanta,GA,South,2014-05-16,120,P005,24 Month,Debit Card,Smartphone,0,17,561.56,0,4.0,489.16999999999996,0.20179506464446142,113.32003650174374,0,Growth Customers
28390,Male,34,St. Louis,MO,Central,2018-05-20,80,P013,Month-to-Month,Credit Card,Smartphone,0,15,989.7,0,2.0,379.9,0.5735470683946918,567.6395335902265,2,High-Value At Risk
28391,Female,36,Portland,OR,West,2015-06-24,115,P005,24 Month,Debit Card,Smartphone,0,20,1078.42,34,1.0,570.6700000000001,0.187474840242469,202.17661721428343,3,Budget Customers
28392,Male,41,Kansas City,MO,Central,2019-03-11,70,P004,12 Month,Credit Card,Smartphone,0,27,822.04,0,1.0,442.65999999999997,0.6868470276173645,564.6157305825783,2,High-Value At Risk
28393,Female,41,San Diego,CA,West,2018-04-30,81,P005,24 Month,Bank Transfer,Smartphone,1,21,1107.72,29,1.0,415.66,0.5286600246691251,585.6072825264832,2,High-Value At Risk
28394,Male,31,Dallas,TX,South,2018-09-08,76,P003,12 Month,Credit Card,5G Device,0,22,562.18,44,2.0,396.65999999999997,0.6221799536146995,349.7771263231117,2,High-Value At Risk
28395,Female,42,New York,NY,East,2017-07-31,90,P003,12 Month,Bank Transfer,Smartphone,0,21,403.03,25,1.0,299.2,0.4509272061350549,181.73719188861116,3,Budget Customers
28396,Female,40,Boston,MA,East,2016-02-21,107,P003,12 Month,Bank Transfer,5G Device,0,16,340.61,0,1.0,306.09,0.2797221652621301,95.27616670993415,3,Budget Customers
28397,Male,39,Atlanta,GA,South,2014-02-10,120,P001,Month-to-Month,Credit Card,Smartphone,0,16,153.56,42,3.0,75.93,0.16790542463646757,25.78355700717596,0,Growth Customers
28398,Female,19,Baltimore,MD,East,2014-08-24,120,P010,24 Month,Credit Card,5G Device,0,16,1884.06,0,2.0,1345.4299999999998,0.19117283312414832,360.18108797588286,3,Budget Customers
28399,Female,44,Kansas City,MO,Central,2014-02-17,120,P001,Month-to-Month,Credit Card,Smartphone,0,17,177.12,1,3.0,113.11,0.1821989130208249,32.27107147424851,0,Growth Customers
28400,Male,46,New York,NY,East,2015-01-23,120,P013,Month-to-Month,Debit Card,Smartphone,0,22,1622.35,6,0.0,804.3,0.15012372009608044,243.55321729787607,3,Budget Customers
28401,Female,48,Philadelphia,PA,East,2017-11-11,86,P009,12 Month,Credit Card,5G Device,0,18,1332.97,41,3.0,909.98,0.5286354784892365,704.6552337617976,2,High-Value At Risk
28402,Male,40,New York,NY,East,2014-09-16,120,P004,12 Month,Credit Card,5G Device,0,14,518.44,0,3.0,299.19,0.18224539077089516,94.4833003912629,0,Growth Customers
28403,Female,52,Minneapolis,MN,North,2014-03-25,120,P006,Month-to-Month,Debit Card,Tablet,0,24,1434.93,41,3.0,653.5699999999999,0.16042015798854872,230.19169730250823,0,Growth Customers
28404,Male,45,Minneapolis,MN,North,2017-06-18,91,P001,Month-to-Month,Credit Card,Smartphone,0,16,198.15,40,1.0,89.74000000000001,0.4214327603433469,83.5069014620342,3,Budget Customers
28405,Female,33,New York,NY,East,2015-12-06,110,P014,12 Month,Credit Card,Tablet,0,14,1523.24,60,1.0,924.73,0.22473754334436555,342.32921552387137,3,Budget Customers
28406,Male,37,Los Angeles,CA,West,2018-10-12,75,P002,Month-to-Month,Credit Card,Tablet,0,14,182.88,22,1.0,130.57,0.6259134987492213,114.46706065125758,2,High-Value At Risk
28407,Female,31,Portland,OR,West,2015-03-10,119,P007,12 Month,Bank Transfer,Smartphone,0,18,1537.87,96,1.0,644.51,0.1335979761660632,205.4563196065036,3,Budget Customers
28408,Female,25,Boston,MA,East,2018-04-08,82,P001,Month-to-Month,Debit Card,Smartphone,0,25,269.44,105,0.0,165.37,0.48325808713985385,130.20905899896223,3,Budget Customers
28409,Non-binary,47,Miami,FL,South,2014-08-07,120,P001,Month-to-Month,Credit Card,Smartphone,0,25,257.36,26,2.0,176.26,0.16711827985663016,43.00956050390234,3,Budget Customers
28410,Female,35,Boston,MA,East,2015-12-28,109,P002,Month-to-Month,Credit Card,Smartphone,0,18,249.92000000000002,14,1.0,173.57,0.24852788676643403,62.1120894606672,3,Budget Customers
28411,Female,47,Los Angeles,CA,West,2018-11-06,74,P004,12 Month,Credit Card,5G Device,0,16,640.24,41,0.0,313.37,0.6068171287764408,388.50859852782844,2,High-Value At Risk
28412,Female,62,Cincinnati,OH,Central,2016-09-14,101,P009,12 Month,Credit Card,5G Device,0,16,673.04,16,1.0,685.1,0.35171157432819156,236.71595798584605,3,Budget Customers
28413,Male,52,Detroit,MI,Central,2016-06-27,103,P009,12 Month,Wallet,Tablet,0,24,1687.97,38,5.0,1100.05,0.3573461519235494,603.1895840623937,0,Growth Customers
28414,Female,26,Kansas City,MO,Central,2016-09-08,101,P004,12 Month,Debit Card,Smartphone,0,24,848.2,65,5.0,472.43,0.3510694197391292,297.7770818227294,0,Growth Customers
28415,Female,31,Denver,CO,North,2015-03-27,118,P005,24 Month,Bank Transfer,Tablet,0,17,706.32,54,0.0,375.44,0.1534934947367769,108.41552520248027,3,Budget Customers
28416,Male,46,Charlotte,NC,South,2015-04-09,118,P001,Month-to-Month,Wallet,Smartphone,0,17,162.21,71,1.0,75.38,0.15643404060991578,25.37516572733444,3,Budget Customers
28417,Female,44,New York,NY,East,2016-06-29,103,P013,Month-to-Month,Credit Card,Smartphone,0,22,1664.56,0,0.0,996.87,0.30351181697259194,505.21363005989764,3,Budget Customers
28418,Male,55,Boston,MA,East,2015-04-19,118,P002,Month-to-Month,Cash,Smartphone,0,18,290.62,0,1.0,167.67,0.17914259151451503,52.062419945948356,3,Budget Customers
28419,Female,33,New York,NY,East,2017-09-19,88,P001,Month-to-Month,Wallet,5G Device,0,24,255.45,115,4.0,127.47,0.4602717116219458,117.57640873382604,0,Growth Customers
28420,Male,22,Charlotte,NC,South,2016-06-12,104,P014,12 Month,Debit Card,5G Device,0,20,1884.78,14,1.0,1125.1200000000001,0.29957845873736305,564.6394874590071,3,Budget Customers
28421,Female,26,Washington,DC,East,2018-03-28,82,P013,Month-to-Month,Debit Card,Smartphone,0,20,1322.78,28,3.0,726.4,0.5653265284770537,747.8026253388771,2,High-Value At Risk
28422,Male,54,Baltimore,MD,East,2016-07-12,103,P009,12 Month,Bank Transfer,5G Device,0,24,1668.41,0,2.0,870.29,0.31694121846611556,528.7878983010519,3,Budget Customers
28423,Male,40,Boston,MA,East,2014-07-21,120,P006,Month-to-Month,Bank Transfer,Smartphone,0,23,1252.06,41,2.0,929.89,0.1740341880564362,217.9012454979415,3,Budget Customers
28424,Female,49,St. Louis,MO,Central,2016-04-08,106,P003,12 Month,Cash,Smartphone,0,18,376.25,0,1.0,207.02,0.2795862633337622,105.19433157932802,3,Budget Customers
28425,Male,34,Boston,MA,East,2016-01-06,109,P007,12 Month,Debit Card,Smartphone,0,21,1900.89,38,2.0,1088.43,0.24904186690729094,473.4011943854003,1,Premium Loyalists
28426,Male,29,Baltimore,MD,East,2016-04-20,105,P001,Month-to-Month,Bank Transfer,Feature Phone,0,15,169.76,49,1.0,93.02,0.26810638419038635,45.51373978015999,3,Budget Customers
28427,Female,47,Baltimore,MD,East,2018-07-27,78,P006,Month-to-Month,Bank Transfer,Smartphone,0,27,1629.82,9,0.0,956.87,0.5860990688929022,955.2359844630298,2,High-Value At Risk
28428,Female,21,Cincinnati,OH,Central,2018-01-23,84,P002,Month-to-Month,Credit Card,Smartphone,0,12,169.55,0,2.0,112.16,0.5452640547003561,92.44952047444538,2,High-Value At Risk
28429,Female,45,Boston,MA,East,2014-02-06,120,P005,24 Month,Credit Card,Smartphone,0,19,923.09,32,1.0,562.87,0.15829227690863854,146.11801789159514,3,Budget Customers
28430,Male,59,Detroit,MI,Central,2015-09-13,113,P005,24 Month,Credit Card,Feature Phone,0,23,1032.65,0,1.0,695.25,0.22542976604703333,232.79004790846898,3,Budget Customers
28431,Male,18,Miami,FL,South,2016-04-21,105,P002,Month-to-Month,Bank Transfer,Smartphone,0,18,236.75,63,2.0,137.07,0.2740636231130643,64.88456277201797,3,Budget Customers
28432,Female,26,Miami,FL,South,2014-07-13,120,P015,24 Month,Wallet,Tablet,0,16,2669.36,30,3.0,2708.86,0.2555261036932151,682.0911601545207,1,Premium Loyalists
28433,Female,38,Baltimore,MD,East,2014-06-27,120,P010,24 Month,Credit Card,Tablet,0,24,2173.64,72,3.0,1497.68,0.17581133468932358,382.1505495341013,1,Premium Loyalists
28434,Female,32,Boston,MA,East,2018-10-04,76,P003,12 Month,Bank Transfer,Smartphone,0,18,440.4,0,2.0,233.45,0.6353687923478342,279.81641614998614,2,High-Value At Risk
28435,Male,36,Miami,FL,South,2019-11-03,62,P007,12 Month,Credit Card,Smartphone,0,19,1367.67,0,1.0,1079.88,0.7872254487252814,1076.6646294581058,2,High-Value At Risk
28436,Female,67,New York,NY,East,2019-02-14,71,P003,12 Month,Wallet,Smartphone,0,20,418.97,75,1.0,288.31,0.6463852696610501,270.8160364298902,2,High-Value At Risk
28437,Non-binary,30,Houston,TX,South,2014-03-24,120,P002,Month-to-Month,Credit Card,Smartphone,0,13,156.23999999999998,21,0.0,109.69,0.15249201842313487,23.82535295843059,3,Budget Customers
28438,Male,35,Minneapolis,MN,North,2018-03-28,82,P004,12 Month,Credit Card,Tablet,0,13,424.3,37,0.0,303.07,0.5254588175848135,222.95217630123636,2,High-Value At Risk
28439,Female,25,Cincinnati,OH,Central,2015-06-29,115,P014,12 Month,Credit Card,5G Device,0,20,1999.85,6,2.0,1353.72,0.22490054750697416,449.7673599318223,1,Premium Loyalists
28440,Male,20,Miami,FL,South,2017-05-13,93,P004,12 Month,Debit Card,Smartphone,0,21,698.31,62,2.0,428.32,0.4063646211533597,283.7684785976026,3,Budget Customers
28441,Female,44,Detroit,MI,Central,2016-04-01,106,P013,Month-to-Month,Bank Transfer,Smartphone,0,14,736.19,0,2.0,577.88,0.3060199552887468,225.28883088402253,3,Budget Customers
28442,Male,18,Philadelphia,PA,East,2015-07-07,115,P008,24 Month,Cash,5G Device,0,16,1603.52,65,2.0,1456.8,0.22580047415621501,362.0755763189739,3,Budget Customers
28443,Female,21,Denver,CO,North,2016-06-19,103,P015,24 Month,Credit Card,Smartphone,0,23,2441.34,15,0.0,3262.27,0.4725615048333002,1153.6833042097292,1,Premium Loyalists
28444,Female,39,Detroit,MI,Central,2014-02-13,120,P007,12 Month,Credit Card,Tablet,0,25,2448.04,31,0.0,1576.25,0.15974475408520986,391.0615477907571,1,Premium Loyalists
28445,Male,46,New York,NY,East,2019-01-26,72,P001,Month-to-Month,Credit Card,Tablet,0,21,254.9,34,7.0,117.9,0.7228832412418278,184.2629381925419,0,Growth Customers
28446,Female,27,Cincinnati,OH,Central,2017-11-18,86,P002,Month-to-Month,Cash,Feature Phone,0,17,214.23,114,1.0,138.85,0.44522685813864266,95.3809498190414,3,Budget Customers
28447,Male,28,Philadelphia,PA,East,2015-06-04,116,P007,12 Month,Debit Card,Smartphone,0,20,1716.38,60,1.0,1192.51,0.18815288936056257,322.9418562406824,3,Budget Customers
28448,Male,18,New York,NY,East,2015-08-28,113,P003,12 Month,Cash,5G Device,0,28,699.17,17,0.0,404.99,0.202311573068925,141.4501825426003,3,Budget Customers
28449,Female,45,Kansas City,MO,Central,2019-02-17,71,P004,12 Month,Debit Card,Smartphone,0,18,576.8199999999999,40,1.0,412.97,0.6669235610795464,384.69484850190395,2,High-Value At Risk
28450,Female,38,Denver,CO,North,2014-10-11,120,P008,24 Month,Debit Card,Smartphone,0,24,2253.29,17,3.0,1819.72,0.21227965497638207,478.32762376173196,1,Premium Loyalists
28451,Male,38,Denver,CO,North,2016-02-25,107,P003,12 Month,Debit Card,Smartphone,0,16,379.52,41,2.0,259.89,0.26794631378714473,101.69098500849717,3,Budget Customers
28452,Male,21,St. Louis,MO,Central,2019-10-21,63,P003,12 Month,Bank Transfer,Smartphone,0,18,521.09,35,4.0,231.41,0.7690508731686777,400.74471949946627,2,High-Value At Risk
28453,Male,49,Boston,MA,East,2017-04-11,94,P001,Month-to-Month,Wallet,Smartphone,0,18,181.38,0,0.0,74.51,0.39293808724425106,71.27111026436225,3,Budget Customers
28454,Male,31,Los Angeles,CA,West,2017-03-24,94,P009,12 Month,Bank Transfer,Smartphone,0,16,1285.6,29,4.0,650.12,0.4296008449404445,552.2948462554353,0,Growth Customers
28455,Male,50,Chicago,IL,North,2015-02-12,120,P006,Month-to-Month,Credit Card,5G Device,0,22,1446.41,19,1.0,780.62,0.15797598069327884,228.49803823456546,3,Budget Customers
28456,Male,29,Kansas City,MO,Central,2016-07-28,102,P008,24 Month,Credit Card,Smartphone,0,20,2611.77,41,1.0,1382.66,0.2947249691003976,769.7538325473454,1,Premium Loyalists
28457,Female,42,St. Louis,MO,Central,2018-09-17,76,P002,Month-to-Month,Bank Transfer,Smartphone,0,21,315.28,21,3.0,197.32,0.6413886704446888,202.21702001780147,2,High-Value At Risk
28458,Male,28,Minneapolis,MN,North,2019-11-06,62,P003,12 Month,Bank Transfer,5G Device,0,15,410.15999999999997,0,2.0,211.75,0.773643236916885,317.3175100538295,2,High-Value At Risk
28459,Female,51,Los Angeles,CA,West,2019-04-11,69,P004,12 Month,Bank Transfer,5G Device,0,22,671.74,55,4.0,533.04,0.7229954783449756,485.6649826234539,2,High-Value At Risk
28460,Male,22,Detroit,MI,Central,2014-06-09,120,P002,Month-to-Month,Debit Card,5G Device,0,20,259.52,81,0.0,231.89,0.1395416012219941,36.21383634913191,3,Budget Customers
28461,Female,42,Boston,MA,East,2018-06-13,79,P005,24 Month,Credit Card,5G Device,0,20,985.48,0,2.0,472.61,0.5947657150978107,586.1297169145905,2,High-Value At Risk
28462,Male,22,Seattle,WA,North,2015-12-05,110,P004,12 Month,Cash,Tablet,0,23,699.51,41,1.0,437.34,0.23001592220763864,160.8984377434653,3,Budget Customers
28463,Male,32,Washington,DC,East,2018-04-29,81,P004,12 Month,Bank Transfer,Tablet,0,22,782.14,21,4.0,376.65000000000003,0.5901225564212458,461.5584562793132,0,Growth Customers
28464,Female,46,St. Louis,MO,Central,2017-01-29,96,P002,Month-to-Month,Credit Card,Smartphone,0,18,355.23,78,3.0,144.66,0.3685135698430255,130.90707541533797,0,Growth Customers
28465,Male,23,Seattle,WA,North,2014-06-03,120,P009,12 Month,Credit Card,Smartphone,0,20,1384.35,0,4.0,810.1,0.1927714319416447,266.8631318084158,0,Growth Customers
28466,Male,44,Nashville,TN,Central,2014-04-15,120,P001,Month-to-Month,Credit Card,5G Device,0,19,243.26,43,1.0,93.22,0.15034129985318165,36.57202460228497,3,Budget Customers
28467,Male,48,Denver,CO,North,2017-09-03,89,P006,Month-to-Month,Credit Card,Smartphone,0,22,1451.18,45,2.0,794.84,0.4573083923179921,663.6367927640238,2,High-Value At Risk
28468,Female,18,San Francisco,CA,West,2015-06-12,116,P004,12 Month,Debit Card,Tablet,0,22,689.33,0,1.0,533.14,0.20312073246918325,140.0172145129821,3,Budget Customers
28469,Male,44,Boston,MA,East,2016-03-18,107,P001,Month-to-Month,Bank Transfer,Smartphone,0,21,295.4,11,2.0,95.32000000000001,0.2712660458113312,80.13198993266722,3,Budget Customers
28470,Male,53,Baltimore,MD,East,2015-04-07,118,P003,12 Month,Debit Card,5G Device,0,23,376.07,43,1.0,272.95,0.16910498589250617,63.59531204459479,3,Budget Customers
28471,Male,28,Kansas City,MO,Central,2016-09-26,100,P003,12 Month,Bank Transfer,Smartphone,0,12,239.35,32,1.0,170.82,0.32960624800232036,78.89125545935538,3,Budget Customers
28472,Female,27,Los Angeles,CA,West,2015-07-30,114,P004,12 Month,Debit Card,5G Device,0,23,805.67,41,2.0,524.17,0.2088156635798214,168.23651567635468,3,Budget Customers
28473,Non-binary,18,Boston,MA,East,2016-10-19,99,P007,12 Month,Debit Card,Smartphone,0,18,1570.69,0,1.0,966.25,0.3610614314523388,567.1155797678741,3,Budget Customers
28474,Male,26,Portland,OR,West,2015-08-19,114,P007,12 Month,Credit Card,Smartphone,0,22,1712.49,0,1.0,999.57,0.2118939840019419,362.8663286634855,3,Budget Customers
28475,Male,51,Denver,CO,North,2015-04-12,118,P002,Month-to-Month,Credit Card,Smartphone,0,18,318.91,0,2.0,180.2,0.18760405528065863,59.828809269554846,3,Budget Customers
28476,Male,33,Detroit,MI,Central,2014-12-10,120,P005,24 Month,Cash,5G Device,0,28,1104.35,68,3.0,565.73,0.1578907699231744,174.36667176465764,0,Growth Customers
28477,Female,44,San Francisco,CA,West,2017-04-26,93,P002,Month-to-Month,Credit Card,Smartphone,0,15,286.77,0,1.0,128.67,0.4180482325617327,119.88369165172807,3,Budget Customers
28478,Male,30,Atlanta,GA,South,2016-10-29,99,P003,12 Month,Bank Transfer,Tablet,0,25,511.98,57,2.0,424.05,0.3505396706662617,179.46930058771267,3,Budget Customers
28479,Female,37,Charlotte,NC,South,2019-07-14,66,P003,12 Month,Credit Card,Smartphone,0,21,428.16,34,2.0,281.69,0.72842810331598,311.88377671577,2,High-Value At Risk
28480,Female,54,Atlanta,GA,South,2019-05-14,68,P001,Month-to-Month,Bank Transfer,Smartphone,0,22,251.49,58,3.0,113.95,0.7042046153713739,177.10041871974684,2,High-Value At Risk
28481,Male,56,Boston,MA,East,2014-02-24,120,P003,12 Month,Credit Card,Smartphone,0,23,489.03,3,2.0,335.85,0.1759902191333926,86.06449686280298,3,Budget Customers
28482,Female,40,Charlotte,NC,South,2017-01-28,96,P003,12 Month,Debit Card,Smartphone,0,23,586.2,43,1.0,333.09999999999997,0.3649925587924623,213.95863796414142,3,Budget Customers
28483,Female,35,Houston,TX,South,2019-02-15,71,P002,Month-to-Month,Credit Card,Smartphone,0,22,293.58,61,1.0,229.54,0.654359069494869,192.10673562230363,2,High-Value At Risk
28484,Male,28,Philadelphia,PA,East,2015-11-14,111,P006,Month-to-Month,Credit Card,Smartphone,0,17,1010.21,0,1.0,773.26,0.2496395813515029,252.18840147710176,3,Budget Customers
28485,Male,48,New York,NY,East,2018-06-07,80,P003,12 Month,Credit Card,Smartphone,0,17,413.8,23,1.0,252.9,0.5667292558161352,234.51256605671676,2,High-Value At Risk
28486,Male,36,Miami,FL,South,2015-09-23,112,P005,24 Month,Credit Card,Smartphone,0,24,1033.43,0,5.0,597.3,0.2699105571506295,278.9336670761751,0,Growth Customers
28487,Male,55,Philadelphia,PA,East,2014-03-03,120,P001,Month-to-Month,Wallet,Smartphone,0,17,198.88,0,7.0,112.28,0.2187004552851238,43.49514654710542,0,Growth Customers
28488,Female,18,Charlotte,NC,South,2018-01-01,85,P001,Month-to-Month,Bank Transfer,Tablet,0,18,206.76,7,4.0,93.42,0.5541695448044205,114.58009508376198,0,Growth Customers
28489,Female,32,Atlanta,GA,South,2017-09-25,88,P005,24 Month,Credit Card,Smartphone,0,22,1010.72,42,1.0,608.7,0.46265800610705127,467.61769993251886,2,High-Value At Risk
28490,Female,36,Nashville,TN,Central,2014-05-22,120,P003,12 Month,Wallet,Feature Phone,0,21,462.0,0,1.0,292.86,0.16706639422382252,77.18467413140601,3,Budget Customers
28491,Female,45,Washington,DC,East,2018-03-18,82,P013,Month-to-Month,Credit Card,Smartphone,0,22,1332.52,0,4.0,743.47,0.5953985763244923,793.3805109239125,0,Growth Customers
28492,Male,21,Washington,DC,East,2014-10-12,120,P014,12 Month,Credit Card,Tablet,0,16,1633.24,0,1.0,1222.62,0.18344700395012947,299.61298473150947,3,Budget Customers
28493,Male,36,Houston,TX,South,2019-10-02,63,P008,24 Month,Debit Card,Smartphone,0,15,1576.48,97,0.0,1071.28,0.7190512568216314,1133.5699253541654,2,High-Value At Risk
28494,Female,51,Boston,MA,East,2017-03-26,94,P006,Month-to-Month,Debit Card,Tablet,0,16,824.81,5,1.0,560.1800000000001,0.4167761799701312,343.7611610011639,3,Budget Customers
28495,Male,42,St. Louis,MO,Central,2016-12-04,98,P001,Month-to-Month,Credit Card,5G Device,0,26,300.64,0,1.0,134.94,0.36061302265281603,108.41469913034261,3,Budget Customers
28496,Male,42,Boston,MA,East,2019-07-09,66,P006,Month-to-Month,Cash,Tablet,0,24,1368.56,3,3.0,929.61,0.7617712212164544,1042.5296225079908,2,High-Value At Risk
28497,Female,27,Miami,FL,South,2016-05-25,104,P007,12 Month,Credit Card,5G Device,0,25,1476.31,7,2.0,1432.77,0.36450568109305775,538.123382054492,1,Premium Loyalists
28498,Female,35,Philadelphia,PA,East,2014-07-23,120,P013,Month-to-Month,Cash,Smartphone,0,14,742.26,27,1.0,477.54,0.16061221371880657,119.21602175492137,3,Budget Customers
28499,Male,25,Boston,MA,East,2016-03-01,107,P013,Month-to-Month,Credit Card,Tablet,0,20,1111.79,40,1.0,696.06,0.259312197192528,288.30070771668073,3,Budget Customers
28500,Female,51,Seattle,WA,North,2016-10-28,99,P008,24 Month,Bank Transfer,Smartphone,0,20,2275.84,1,1.0,1325.05,0.35724888211421735,813.0412958708205,1,Premium Loyalists
28501,Male,43,Boston,MA,East,2015-05-14,117,P007,12 Month,Wallet,Tablet,0,23,1853.72,44,2.0,1356.5,0.2007252681131063,372.0884440066274,1,Premium Loyalists
28502,Female,40,Chicago,IL,North,2015-09-18,113,P007,12 Month,Credit Card,Smartphone,0,21,1704.25,0,2.0,811.9399999999999,0.2170890991678018,369.9740972567262,3,Budget Customers
28503,Female,40,Los Angeles,CA,West,2015-12-06,110,P006,Month-to-Month,Debit Card,Smartphone,0,18,1019.57,23,2.0,725.3,0.25610714958641234,261.11916650381846,3,Budget Customers
28504,Female,54,San Diego,CA,West,2015-01-27,120,P014,12 Month,Debit Card,Smartphone,0,22,2363.69,33,4.0,1627.13,0.19897006310384643,470.3035484579308,1,Premium Loyalists
28505,Male,64,Boston,MA,East,2018-08-20,77,P012,24 Month,Debit Card,5G Device,0,18,3360.87,36,0.0,2335.36,0.6240559383575586,2097.370881547768,1,Premium Loyalists
28506,Female,39,Kansas City,MO,Central,2015-06-06,116,P012,24 Month,Credit Card,Tablet,0,24,5065.08,6,1.0,2727.09,0.18502946294346184,937.1890321656697,1,Premium Loyalists
28507,Male,39,Seattle,WA,North,2017-01-08,97,P001,Month-to-Month,Bank Transfer,Smartphone,0,19,224.26,67,1.0,113.14,0.34039382236770177,76.3367186041808,3,Budget Customers
28508,Female,43,Boston,MA,East,2018-09-22,76,P015,24 Month,Credit Card,Smartphone,0,20,3080.56,0,0.0,2724.47,0.7021944240350363,2163.152054905371,1,Premium Loyalists
28509,Non-binary,57,Miami,FL,South,2017-09-02,89,P003,12 Month,Credit Card,Smartphone,0,21,531.08,0,0.0,289.73,0.45376413614192834,240.98505742225532,3,Budget Customers
28510,Male,48,Cincinnati,OH,Central,2015-04-30,117,P007,12 Month,Bank Transfer,Smartphone,0,24,2214.65,43,3.0,1449.21,0.2031846845749493,449.9829616939115,1,Premium Loyalists
28511,Female,43,Houston,TX,South,2017-12-10,85,P001,Month-to-Month,Cash,Smartphone,0,16,206.25,5,1.0,83.53,0.5110874773277961,105.41179219885795,2,High-Value At Risk
28512,Male,48,Chicago,IL,North,2016-01-04,109,P006,Month-to-Month,Debit Card,5G Device,0,23,1264.04,1,3.0,926.57,0.29199448043839676,369.09270305335104,0,Growth Customers
28513,Female,43,Philadelphia,PA,East,2018-02-27,83,P009,12 Month,Credit Card,Feature Phone,0,24,1889.85,0,6.0,1264.95,0.6318727707334947,1194.144755770695,0,Growth Customers
28514,Female,20,Seattle,WA,North,2015-01-02,120,P003,12 Month,Bank Transfer,Smartphone,0,25,583.79,0,7.0,363.14,0.22123476707262768,129.15464466932931,0,Growth Customers
28515,Male,52,Seattle,WA,North,2015-07-27,114,P005,24 Month,Credit Card,Smartphone,0,18,728.4499999999999,18,1.0,537.35,0.21135610553258596,153.96235507521223,3,Budget Customers
28516,Female,28,Baltimore,MD,East,2016-10-19,99,P003,12 Month,Credit Card,Smartphone,0,24,595.64,44,0.0,370.04,0.32179177061284564,191.6720502478354,3,Budget Customers
28517,Female,37,Nashville,TN,Central,2016-08-07,102,P005,24 Month,Bank Transfer,Smartphone,0,27,1534.98,7,3.0,751.22,0.33285673344412753,510.92842870206687,0,Growth Customers
28518,Female,28,Boston,MA,East,2014-03-20,120,P006,Month-to-Month,Credit Card,Smartphone,0,16,935.47,44,1.0,523.76,0.1523856895067623,142.55224096289092,3,Budget Customers
28519,Female,35,Baltimore,MD,East,2019-02-13,71,P001,Month-to-Month,Bank Transfer,5G Device,0,27,322.58,80,1.0,167.02,0.6375088628368673,205.64760897391662,2,High-Value At Risk
28520,Male,41,Atlanta,GA,South,2014-09-18,120,P004,12 Month,Wallet,Smartphone,0,10,322.94,0,5.0,262.68,0.20495562587920485,66.18836982143041,0,Growth Customers
28521,Non-binary,56,Phoenix,AZ,West,2019-10-19,63,P003,12 Month,Credit Card,Smartphone,0,30,676.3,40,1.0,396.93,0.740956552706276,501.10891659525447,2,High-Value At Risk
28522,Male,33,Philadelphia,PA,East,2019-03-05,70,P003,12 Month,Bank Transfer,Smartphone,0,22,472.94,0,4.0,257.88,0.7237573135104555,342.2937838516348,2,High-Value At Risk
